TEMP_REFLETOR,TEMP_PFRIO,IRRAD_LDR,IRRAD_UV,VBAT,VGER,IBAT,IGER,ROT,TEMP_PQUENTE,GPS_LAT,GPS_LONG
22.914516,24.984897,126.049239,0.000000,6.270297,0.000000,0.811286,-1.800005,0.000000,28.5
